,,,,,mobilitaet,mobilitaet,infrastruktur,mobilitaet,mobilitaet,mobilitaet,infrastruktur,stadtbild,mobilitaet,stadtbild,wirtschaft,infrastruktur,stadtbild,mobilitaet,mobilitaet,stadtbild,stadtbild,stadtbild,mobilitaet,stadtbild,gesellschaft,politik,gesellschaft,politik,infrastruktur,stadtbild,gesellschaft,gesellschaft,gesellschaft,gesellschaft,kultur,parks,gesellschaft,parks,wirtschaft,umwelt,gesellschaft,gesellschaft,gesellschaft,gesellschaft,politik,wirtschaft,politik,gesellschaft,kultur,gesellschaft,politik,politik,politik,kultur,kultur,politik,parks,raeume,raeume,raeume,raeume,stadtbild,mobilitaet,politik,bildung
290,Tempo 30 in der Innenstadt,m,38,Innenstadt,,x,,,,,,,x,,,,,x,,,,,x,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,für Jugendliche mehr Aufenthaltsplätze (Jugendzentrum),m,55,Innenstadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,x,,,x,,,,,,,
291,mehr Hundeauslaufflächen eingezäunt,m,55,Innenstadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,für Bereiche ohne Leinenpflicht für Hunde,m,55,Innenstadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,freie Flächen für Hunde,m,55,Innenstadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,Schutz für Natur beim Bau (Bäume Hornschuhpromenade),w,42,Innenstadt,,,,,,,,,,,,,,,,,,,,,,x,,,x,,,,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,
292,Gustavstraße autofrei,w,42,Innenstadt,,,,,,,x,,,,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,bessere ÖPNV Anbinung nach Erlangen,w,42,Innenstadt,x,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,qualitativ hochwertige Geschäfte (so wie in Bamberg),w,42,Innenstadt,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,x,,,,,,,x,,,,,,,,,,,,,,,,,,,
293,günstigere Lebensmittel,m,25,Südstadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,
293,bessere Nahversorgung (Lebensmittel) Südstadt,m,25,Südstadt,,,,,,,x,,,,,,,,,,,,,,x,,,,,,,,,,,,,,x,,,,,,,x,,,,,,,,,,,,,,,,,,,
293,bezahlbarere Parkplätze in der Innenstadt,m,25,Südstadt,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,mehr Blühwiesen,w,56,Südstadt,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,x,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,,
294,Stadt und Verwaltung leichter erreichbar machen,w,56,Südstadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,x,,,,,,,,,
295,geförderte Proberäume für Musiker,m,35,Südstadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,x,,x,,,,,
295,mehr Freiheiten für junge Menschen,m,35,Südstadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,
296,einfacherer Zugang zu Arbeitnehmerrechten in der Gastronomie,w,34,Südstadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,x,,,,,x,,,,,,,,,
296,mehr ÖPNV weniger Autos,w,34,Südstadt,x,,,,,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,verkehrsberuhigte Innenstadt,w,34,Südstadt,,,,,,,,,x,,,,,x,,,,x,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,mehr Radwege überall und gute Qualität,w,34,Südstadt,,,,x,x,x,,,x,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,Einbahnstraßen für Radfahrer öffnen,m,45,Südstadt,,x,,x,x,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,mehr Wasserspender an öffentlichen Plätzen,m,45,Südstadt,,,,,,,x,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,mehr Vertrauen in die Jugend (Polizeikontrollen sind Schikane),w,50,Südstadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,x,,,,,,,,,,,,,,
298,mehr Bänke zum entspannen,w,50,Südstadt,,,,,,,,,,,,,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,
299,"Wir brauchen mehr Kioske, die nach 20 Uhr noch offen haben",m,27,Südstadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,x,,,,,,,,,,,,,,,,,,,
299,Cannabis legalisieren,m,27,Südstadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,
299,verkehrsberuhigte Innenstadt,m,27,Südstadt,,,,,,,,,x,,,,,x,,,,x,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,Kulturangebot für junge Menschen,w,40,Südstadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,x,,,,,,,,,,,
301,mehr Parks,m,31,Stadtgrenze,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,x,,,,,,,,,,,,,,,,,,,x,,x,,,,,,,,
301,kulturelle Angebote fördern,m,31,Stadtgrenze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,x,,,,,
302,guten Nahverkehr auch in der Nacht,m,28,Westvorstadt,x,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,mehr Mülleimer insbesondere in der Gegend von Supermärkten und mehr Taktung der Leerung,m,28,Westvorstadt,,,,,,,,,,x,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,W-LAN an öffentlichen Plätzen,m,28,Westvorstadt,,,,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,mehr Radwege,,,,,,,x,x,x,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,mehr Versammlungsorte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,x,,,x,,,,,,,
303,mehr Sicherheitsgefühl bei Nacht (für mich als älteren Menschen),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,x,
304,Flußdreieick müllfrei machen,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,x,,,,x,,,,,,,,,,,x,,,,,,x,,,,,,,,
305,Regenwasserfilter für alle Haushalte,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,kostenlose Energieversorgung für alle,,x,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,Handwerkerläden und Handgemachtes in der kompletten Innenstadt,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,x,,,,,,,x,,,,,,,,,,,,,,,,,,,x,x,,,,,
305,"drei Bürgermeister (einen für Recht, einen für Bildung einen für Gesundheit und Natur)",,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,
306,Autohäuser und Supermarktflächen als Grünflächen und Gemeinschaftsgärten,,x,,,,,,,,,,,x,,,,,,x,,,,x,,,,x,,x,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,
306,einfacherer und inklusiverer Zugang zu Kultur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,x,,,,,x,x,,,,,
306,mehr Gemeinschaftsorte für Initiativen die sich für den sozial-ökologischen Wandel einsetzen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,x,x,,,,,x,x,,,,,,
306,bezahltes Ehrenamt für Umweltschutz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,x,,,,,,,x,,,,,,,,,,,,,,,,,,
306,Ökologie und Umwelt als Schulfach,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,x
307,Regenwasserfilter für alle Haushalte,,x,,,,,,,,,,,,x,,,,,,,,x,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,
307,Energieversorgung günstiger zur Verfügung stellen,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,Stromversorgung günstiger zur Verfügung stellen,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,
308,Wohnraum günstiger zur Verfügung stellen,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,
308,Wohnraum nachhaltig bauen,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,
309,Gemeinschaft statt Egoismus fördern,,x,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,x,,,,,x,,,,,,,,,,,,,,,,,
310,Kultureller Austausch durch Angebote und Events von und mit Bürgern aus anderer Herkunft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,x,x,,,,,,,,,,
310,Hürden verringern für ökologisches Engagement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,x,,,,,,,,,,,,,,,,,,
311,Autos raus aus der Innenstadt,,,,x,,,,,,,,x,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,Sauberkeit an der Uferpromenade sollte besser werden,x,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,
312,weniger Radwege,,,,,x,,,x,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,Ausbau der Verkehrswege,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,Uferpromenade an der Pegnitz einrichten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,
313,Kofferfabrik nicht schließen oder umsiedeln,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,
313,Kultur stärker fördern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,x,,,,,,,,,,,
314,ÖPNV ausbauen (insb. Anbindung an Städte der Region - aus Vach ist es sehr schwierig),,,x,x,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,Radwegenetz erweitern,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,nachhaltige Lebensmittel fördern und finanzierbar machen,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,x,,,,,,,x,x,,,,,,,,,,,,,,,,,,
314,Förderung nachhaltiger Läden und Konzepte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,x,,,,,,,,,,,,,,,,,,
314,in Vach: bessere Anbindung an Läden ohne Auto,,,,x,,,,x,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,Anwohnerparkplätze sind häufig zugeparkt --> Angebot ausbauen,,,,,,,,,,,,,,,,,,x,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,Radwege ausbauen,,,,x,,,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,"faire Grünphasen für alle TN (Saturn ist scheisse für Fussgänger, Vermutung der Bevorzgung der Autos)",,,,,x,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,KITA-Plätze sind zu rar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,
317,Natur soll bewahrt werden,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,,
317,"Mieten sind hoch (Nachfrage ist hoch - viele Bewerber, auf wenig Angebot)",,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,bessere Parkplatzsituation in der Innenstadt,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,Parkgaragen günstig anmietbar,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,bessere Straßenreinigung Südstadt (Hundekot),,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,mehr Parkplätze,,,,,,,,,,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,weniger Einbahnstraßen,,,,,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,Die Baustellen wegen des Glasfaserausbaus stören,,,,,,,,,,,,,,,,,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,Fasadenrenovierung in der Südstadt,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,bezahlbare Wohnungen für Rentner,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,
320,bereitere Fuß- und Radwege am Scherbsgrabenbad,x,,,,,,x,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,
320,Tempo30 in der Innenstadt,,,,,x,,,,,,,,,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,Einbahnstraßen an der Billinganlage statt kompliziertem Gegenverkehr (Solonstr. / Scherbsgraben Hallenbad Freibad Gegenverkehr in beide Richtungen),x,,,,x,,,x,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,Poller am Freibad oder Fußgängerzone/ Anlieger aus Sicherheitsgründen,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,Park an Ride an der U-Bahn Stadthalle,x,,,,,,,,,,,x,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,anderes Geldsystem,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,
321,Weltfrieden,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,
321,eigene Währung in Fürth,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,x,,,,,,,,,,,x,,,,,,,,,,,,,,
321,Gegenwert zum Geld (Tausch),,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,x,,,,,,,,,,
322,Fahrradfreundlich und gute Anbindung an Öffis,,,x,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,Ausreichend Betreuungsplätze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,,,,,,,,,,,,,,,,,,,,,,
322,"Mehr Sportgruppen (Schwimmen, Yoga,...)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,"Besseres Nightlife (Discos, Kneipen, ...)",,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,
323,Mehr Wertschätzung von dem was da ist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,"Keine Autos, dafür mehr Bäume",,,,,,,,,,,,,,,,,,,x,,x,,x,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,Mehr Kneipen und Kulturorte schaffen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,x,,,,,,,,,,,
325,Keine Autos in der Innenstadt,,,,,,,,,,,,x,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,"Gewaltfreie Schulen, verbundenes Lernen, Lehrer als Mentor und Coach",,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,x,x
326,Dezentrale Lebensmittelversorgung,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,
326,Wasserkreisläufe umwelt- und stadtverträglich ausbauen,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,x,,,,,,,,,,,,,,
326,"Öffentliches Eigentum teilen (WGs, ...)",,x,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,x,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,
327,Baden an der Rednitz erlauben,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,
327,Wiese an der Siebenbogenbrücke auch nach 21:30 zugänglich machen,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,x,,,,,,,,
328,Mehr Grünflächen,,,,,,,,,,,,,,,,,,,x,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,
328,Mehr Fahrradstrassen,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,Mehr Kindergarten und Krippenplätze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,
329,Hundekot in Südstadt auf Gehwegen beseitigen,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,"Besseres Radwegenetz (Anbindung Landkreise: Würzburger Strasse, Unterfarnbach, ...)",,,,,,,x,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,Günstigeres ÖPNV,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,
331,"Bessere Busverbindung, höhere Frequenz",,,x,x,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,Fussgängerschutz vor Fahrradfahrern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,
332,Solarpflicht auf allen Gebäuden,,x,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,Kitaplätze ausbauen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,
333,Mehr Fahrradstrassen,,,,,,,x,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,Mehr Flächen für interkulturelle Gärten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,Subkultur fördern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,x,x,,,,,,,,,,
333,Autofreie Innenstadt,,,,,,,,,,,,x,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,Saturngebäude für Subkultur nutzen,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,x,x,,,,,,,,,,
334,30 in der Innenstadt,,,,,,,,,,,,x,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,schöne Cafes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,x,,,,,x,,,,,,,,,,
335,kein Badeverbot in den Flüssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,x,,,,,,,,,,
335,Fahrradwege nicht einfach aufhören lassen,,,,,,,x,x,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,Klimaziele einhalten,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,,
336,Privatfahrzeuge in der Innenstadt reduzieren,,,,,,,,,,,,x,,,,,x,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,Verkehrsentwicklungsplan gg Unwillige Bevölkerung durchsetzen,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,
337,"Infrastruktur auf Bevölkerungszahl anpassen (Verkehr, Parkplätze)",,,,x,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,bezahlbarer Wohnraum (hohe Nebenkosten),,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,x,,,,,,,,,,,,,,
337,Bevölkerungswachstum und Neubau in Einklang bringen,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,Ausbau der Fahrradwege und ÖPNV,,,x,x,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,bessere Ladeinfrastruktur für E-Autos,,,,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,Zuwanderung mit gemeinsamen Werten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,weniger Grundstücksknappheit,,x,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,bezahlbarer Wohnraum,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,
339,einfacherer Zugang zu KIGAPlätzen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,
339,Unterfarrnbach S-Bahn barrierefrei (Kinderwägen),x,,x,x,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,Fahrradstraßen ausbauen,,,,,,,x,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,Verkehrsberuhigte Zonen erweitern,,,,,,,,,,,,x,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,"An der Kreuzung Sparkasse/Maxstraße sollte der Fahrbahnbelag irritierend sein zur Vorsicht (man ist sich nicht sicher, dass es eine Straße ist) / außerdem sollte dort die Fussgängerinsel weg",x,,,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,mehr Grillplätze (da dann auch riesen Mülleimer),,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,
340,Clubs Bars Kneipen in den alten Saturn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,x,x,,,,,,,,,,
340,Corona-Außenbestuhlung verstetigen,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,,,
340,Parkplatz nach Länge in der Karolinenstr. (Vorbild Tübingen),x,,,,,,,,,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,Mieten sind zu hoch (teure Neubauten),,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,mehr Radwege,,,,,,,x,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,mehr Kulanz und weniger Regeln (Hundeleinenpflicht),,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,mehr Arbeitsplätze,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,keine Verbrenner in der Innenstadt (Taxis und Busse elektrisch),,,,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,
